"rowid","system:index","cloud_cover","earthsun_d","l_exceltime","pixel_count","sunazi","sunelev","temp_max","temp_mean","temp_median","temp_min","temp_p25","temp_p75","temp_skew","temp_stdDev","vapor_source",".geo","date","month","year","doy","LSmission","freeze_QAQC","temp_spread","spread_QAQC","IQR","IQR_QAQC","temp_med","pred_temp_range","opt_resid_range","calib_range","pred_temp_IQR","opt_resid_IQR","calib_IQR"
254,"1_2_1_LE07_013030_20130821",0,1.0115542,41507.6446212847,15092,143.44258896,53.81480164,31.50321278,21.9886592309881,22.0318879551032,20.37755768,21.6241331664889,22.0318879551032,3.10910686719708,0.87051447144106,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-08-21,8,"2013",233,"LS 7","P",11.1,"F",0.399999999999999,"P",NA,NA,NA,NA,NA,NA,NA
255,"1_2_1_LE07_013030_20130906",2,1.0078805,41523.6447572106,15420,148.99936779,49.1201076,27.05295074,20.1547397270287,20.5180497270946,14.57375972,19.8437321793402,20.8367800740102,-1.10124895243544,1.07635079309617,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-09-06,9,"2013",249,"LS 7","P",12.5,"F",1,"P",NA,NA,NA,NA,21.6193587373796,-0.75270938451907,20.8838184086845
256,"2_1_LC08_013030_20130930",3.88,1.0013445,41547.6491485301,14874,158.19667165,41.54173133,23.6622749000001,17.7048493793396,17.6511361202449,15.92729564,17.5494766486288,17.8491477018549,3.55978357629435,0.507834827946694,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2013-09-30,9,"2013",273,"LS 8","P",7.8,"P",0.300000000000001,"P",17.235,16.1891341392101,0.98868378316595,18.5770855020912,16.621086646856,0.704021515633551,18.1994596068709
257,"1_2_1_LE07_013030_20131008",1,0.9990453,41555.6450158796,15337,158.17658584,38.34535341,19.83751052,15.715168332168,15.6203151944683,13.45606718,15.6203151944683,15.9508967289825,1.06042653670423,0.404541146171641,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-10-08,10,"2013",281,"LS 7","P",6.3,"P",0.4,"P",16.425,15.3067599515798,0.212039979420328,16.7128367820593,15.7560010927269,-0.0927469817988889,16.2979540944651
258,"1_2_1_LE07_013030_20131109",58,0.9904225,41587.6451788773,14814,162.52426574,28.00847125,9.88765430000001,7.97469815396613,8.04397220018132,0.365050580000002,7.67648360505233,8.40808368331208,-1.97765985649063,0.860716764064885,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-11-09,11,"2013",313,"LS 7","P",9.5,"P",0.7,"P",NA,NA,NA,NA,NA,NA,NA
259,"1_2_1_LE07_013030_20131125",26,0.9870306,41603.6452409722,15281,162.70672115,24.10747925,6.05605388000004,3.69891968905336,3.9781981463261,-4.97047864000001,3.26771368857909,4.32980204092186,-2.0340680514821,1.28640140707126,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2013-11-25,11,"2013",329,"LS 7","F",11.1,"F",1,"P",NA,NA,NA,NA,NA,NA,NA
260,"2_1_LC08_013030_20140512",2.85,1.0102169,41771.6475535185,17134,142.35691093,60.59119879,26.40694496,11.9694199434368,11.2490231825,9.71333528000002,10.5483211879602,12.6480670543921,1.81478668145377,2.56868995537955,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2014-05-12,5,"2014",132,"LS 8","P",16.7,"F",2.1,"P",NA,NA,NA,NA,NA,NA,NA
261,"1_2_1_LE07_013030_20140520",2,1.0119492,41779.6460068287,14723,139.51249491,61.93332048,24.72527912,12.9823660053453,12.8544349850888,10.45504562,11.9851176528104,13.7588888641454,1.79054404152569,1.57226143369762,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2014-05-20,5,"2014",140,"LS 7","P",14.2,"F",1.8,"P",NA,NA,NA,NA,NA,NA,NA
262,"2_1_LC08_013030_20140629",23.38,1.0166299,41819.6476679282,16231,133.87596305,64.03352295,33.46857428,21.3393170645357,21.7515619899454,11.61033638,20.1492502257512,22.750147340912,-0.426989935375612,2.36455877684029,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2014-06-29,6,"2014",180,"LS 8","P",21.9,"F",2.7,"P",NA,NA,NA,NA,NA,NA,NA
263,"1_2_1_LE07_013030_20140707",42,1.0166897,41827.6461250463,14942,133.11453466,62.99630198,33.41730398,22.676602154082,22.4364177210719,20.39122976,21.93123862372,22.9375314075684,2.56892754932055,1.24860294379489,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2014-07-07,7,"2014",188,"LS 7","P",13,"F",1,"P",NA,NA,NA,NA,NA,NA,NA
264,"1_2_1_LE07_013030_20140723",33,1.0159039,41843.6461623727,9318,135.53272044,60.68943833,38.9408243,25.1225963980425,25.177008125001,20.75012186,24.6308270558922,25.7202091336461,2.1708887419499,1.22483867250567,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2014-07-23,7,"2014",204,"LS 7","P",18.1,"F",1.1,"P",NA,NA,NA,NA,NA,NA,NA
265,"1_2_1_LE07_013030_20140808",13,1.0139557,41859.6462164815,13851,139.87010269,57.40529035,29.44214672,23.0061083389478,22.7649627342269,20.31603332,22.7649627342269,23.1685601394782,2.0593791877837,0.664879392923732,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2014-08-08,8,"2014",220,"LS 7","P",9.1,"P",0.399999999999999,"P",23.04,22.5128158172276,0.170548105125996,23.2714652962797,22.8208664514478,-0.0381832663419964,22.9876560315534
266,"1_2_1_LE07_013030_20140824",14,1.0109793,41875.6461888194,8436,145.19359718,53.27072912,31.16824682,22.2492579728289,22.3857562613592,18.84970274,21.966129096498,22.4091294713461,1.79003761994889,0.893594975504437,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2014-08-24,8,"2014",236,"LS 7","P",12.4,"F",0.399999999999999,"P",NA,NA,NA,NA,NA,NA,NA
267,"2_1_LC08_013030_20140901",24.68,1.0091627,41883.6479156366,12180,148.85292408,51.16009626,29.41822058,22.4896461024872,22.3448511348685,21.25940684,22.1551936632464,22.5454159137222,2.9581877728459,0.733826764106622,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2014-09-01,9,"2014",244,"LS 8","P",8.1,"P",0.300000000000001,"P",NA,NA,NA,NA,NA,NA,NA
268,"2_1_LC08_013030_20140917",15.91,1.0050675,41899.6479346991,13297,154.00900596,45.99582689,23.2008422,18.0215953903307,18.1457060919468,14.60110388,17.7499314154019,18.4544832085648,-0.850650237098275,0.597213937240125,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2014-09-17,9,"2014",260,"LS 8","P",8.6,"P",0.800000000000001,"P",18.98,18.0900513705866,0.0376479897762444,19.0310898040012,18.4847586122328,-0.231732314018792,18.6625371315925
269,"2_1_LC08_013030_20141003",0.02,1.0005507,41915.6479685301,17134,158.31998501,40.45809409,20.92444088,16.6750627669802,16.6509698641886,15.4248467,16.5512542024187,16.8478536426981,3.14452908471353,0.33006278703292,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2014-10-03,10,"2014",276,"LS 8","P",5.5,"P",0.199999999999999,"P",17.5,16.4778121141756,0.117101679875882,17.6589549869848,16.9041084639476,-0.173018844018529,17.2629803609294
270,"1_2_1_LE07_013030_20141027",40,0.9937933,41939.6465296412,9402,161.97132063,32.13336148,14.3823506,11.5534360334974,11.8941939234708,4.30944566000005,11.1731643527732,11.915343355722,-2.07728930905798,0.774655578356991,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2014-10-27,10,"2014",300,"LS 7","P",10.1,"P",0.700000000000001,"P",12.6,11.1399929544365,0.51000694439816,13.2923398185053,11.6708748648951,0.152608584390745,12.8090988996209
271,"2_1_LC08_013030_20141120",37.92,0.9880979,41963.6479500579,16667,163.797951,25.45111419,7.04044364000003,5.0924220717609,5.24938460576992,1.24006370000001,4.75318847303766,5.65173478689695,-1.18011401016697,0.737644339759392,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2014-11-20,11,"2014",324,"LS 8","P",5.8,"P",0.9,"P",6.915,4.94703337829025,0.204412016768093,7.19255174357064,5.59925588313725,-0.239188203600457,6.58740727426914
272,"1_2_1_LE07_013030_20141128",47,0.9865431,41971.6466911921,7141,163.13995878,23.68242217,4.33678982000004,1.09324424832643,1.5902466298666,-14.53751662,0.483667038572626,2.3403401280756,-1.53511220915307,1.78322324843993,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2014-11-28,11,"2014",332,"LS 7","F",18.8,"F",1.8,"P",NA,NA,NA,NA,NA,NA,NA
273,"1_2_1_LE07_013030_20150507",0,1.0090339,42131.647399456,15231,143.52886271,59.35243196,22.7804257400001,11.3738795920401,10.9218686396667,7.59758090000003,10.176400542665,12.3600794591159,1.36982009827535,2.02582658946048,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2015-05-07,5,"2015",127,"LS 7","P",15.2,"F",2.2,"P",NA,NA,NA,NA,10.0581845109014,0.590281770315838,11.8986878123913
274,"1_2_1_LE07_013030_20150523",0,1.0124792,42147.64746875,15082,139.78596488,62.64127742,20.70226958,12.8936611245595,12.6941867344668,7.84026032000003,12.3612909552771,13.7456991336261,-0.111499541163233,1.20911670350537,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2015-05-23,5,"2015",143,"LS 7","P",12.9,"F",1.3,"P",NA,NA,NA,NA,12.5909627721571,0.0705295942609889,13.5581510295679
275,"1_2_1_LE07_013030_20150624",13,1.0164187,42179.6475674306,12996,133.98424554,64.32254769,31.43143436,21.0615619523287,21.0721009994234,16.48785092,20.3905851158009,21.7540774828754,1.22052333091203,1.08118923702918,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2015-06-24,6,"2015",175,"LS 7","P",14.9,"F",1.4,"P",NA,NA,NA,NA,20.786313388959,0.195348441788373,21.4025896775426
276,"2_1_LC08_013030_20150702",38.28,1.0166499,42187.6474341782,12895,133.72996396,63.76875145,26.7897632,20.7931225898457,20.8465890278525,17.17145492,20.051409181265,21.4491945484063,0.568337776811415,0.937612957379027,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2015-07-02,7,"2015",183,"LS 8","P",9.6,"P",1.3,"P",20.57,19.8221192203795,0.692819725125549,21.5104406380944,20.1828895147825,0.453643244532335,21.1914375017831
277,"1_2_1_LE07_013030_20150710",21,1.0166406,42195.647648125,8446,134.27905884,62.9639826,31.35623792,22.4169421388146,22.3879545185201,19.96055924,21.9859977031891,22.7867989333277,1.71357215136962,0.978821890388821,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2015-07-10,7,"2015",191,"LS 7","P",11.4,"F",0.800000000000001,"P",NA,NA,NA,NA,22.329583297251,0.0399197683775557,22.634654350662
278,"2_1_LC08_013030_20150803",4.47,1.0146895,42219.6475812384,17134,139.14819971,58.83560768,34.7264056400001,25.7317515560598,25.4465458309434,24.8073116,25.2503777854594,25.8479386721223,2.45781296480118,1.0420026942053,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2015-08-03,8,"2015",215,"LS 8","P",9.9,"P",0.5,"P",NA,NA,NA,NA,NA,NA,NA
279,"2_1_LC08_013030_20150819",9.14,1.012069,42235.6476675694,11076,144.2445821,54.94710635,29.4216386000001,24.6835297708716,24.6501765239412,23.22818636,24.3542791505218,25.0516299290142,1.51075787572585,0.605120036785834,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2015-08-19,8,"2015",231,"LS 8","P",6.2,"P",0.700000000000003,"P",NA,NA,NA,NA,NA,NA,NA
280,"1_2_1_LE07_013030_20150912",43,1.0064691,42259.6477858218,15109,152.28634873,47.72301079,29.52076118,23.5339229716253,23.6857756174865,21.51234032,23.2884623649665,23.6857756174865,2.85972703932522,0.461486939948739,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2015-09-12,9,"2015",255,"LS 7","P",8,"P",0.399999999999999,"P",NA,NA,NA,NA,NA,NA,NA
281,"1_2_1_LE07_013030_20150928",23,1.0020602,42275.6478253241,15200,156.92375645,42.27579659,26.35567466,19.586465111447,19.4373116940184,18.52157282,19.4373116940184,19.8627682744745,3.29818898179424,0.60912066128169,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2015-09-28,9,"2015",271,"LS 7","P",7.9,"P",0.5,"P",NA,NA,NA,NA,NA,NA,NA
282,"2_1_LC08_013030_20151022",65.01,0.9951999,42299.6478911458,7073,161.84605564,33.96441302,10.20553016,7.17585623981459,7.24743183523172,4.18981496000004,6.74741465297567,7.64760198471202,-0.478941654219076,0.661047366504761,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2015-10-22,10,"2015",295,"LS 8","P",6,"P",0.899999999999999,"P",13.221,11.8164798316198,-3.08984764251903,9.02671493482446,12.3341071230607,-3.47669763764384,8.45822600212708
283,"1_2_1_LE07_013030_20151030",32,0.9930649,42307.6481466435,11370,162.93167924,31.38579871,13.35352658,10.1682345570462,10.1237162679978,5.40663008000001,10.1237162679978,10.4754457129912,-1.97578032960732,0.550268271832389,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2015-10-30,10,"2015",303,"LS 7","P",8,"P",0.4,"P",11.236,9.65411839650099,0.317536174239509,11.667080465912,10.214113512016,-0.0618192125269686,11.1513589291773
284,"2_1_LC08_013030_20151123",1.2,0.9874694,42331.6479486343,17134,163.74683602,24.82983673,7.35831949999999,6.25271589717062,6.55101362963661,1.19221142000004,5.95214563947769,6.95061714168265,-1.36844687867799,0.973572277618451,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2015-11-23,11,"2015",327,"LS 8","P",6.2,"P",1,"P",8.282,6.43617598877256,0.0776129358955629,8.38741841591002,7.0592212565872,-0.347402000446402,7.80615321714117
285,"1_2_1_LE07_013030_20160525",12,1.0129819,42515.6495524537,13259,140.43989064,63.39375297,28.02366842,15.4997947135606,15.7379215941498,9.51509012000002,13.692535807561,16.9291357960416,0.392511864231492,2.5006976508379,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2016-05-25,5,"2016",146,"LS 7","P",18.5,"F",3.2,"F",NA,NA,NA,NA,NA,NA,NA
286,"2_1_LC08_013030_20160618",1.39,1.0160777,42539.647649294,17134,134.57008546,64.50011369,31.54764704,20.8724796850306,20.5468357220494,18.94198928,20.2559486079645,21.2465817759504,2.10990795822084,1.33564245028441,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2016-06-18,6,"2016",170,"LS 8","P",12.6,"F",0.899999999999999,"P",NA,NA,NA,NA,19.3017838577992,0.85098552134158,20.910771414433
287,"1_2_1_LE07_013030_20160626",4,1.0165427,42547.6496248264,13126,135.13090893,64.55780621,24.65008268,12.7845903490374,12.7279344704019,8.15471816000002,11.4479332276578,13.669734251365,0.854629504150738,2.07609582995205,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2016-06-26,6,"2016",178,"LS 7","P",16.5,"F",2.3,"P",NA,NA,NA,NA,NA,NA,NA
288,"2_1_LC08_013030_20160704",0.37,1.0167509,42555.6477583796,17133,134.01464955,63.57486272,31.6604417,22.6527954776866,22.2491406143411,21.6490611200001,22.0507859098575,23.052024173768,2.13706435009579,1.07932961230529,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2016-07-04,7,"2016",186,"LS 8","P",10.1,"P",1,"P",22.2,21.5977611041294,0.440525433129662,22.7979519921003,21.9237406916102,0.222428343194861,22.5046796194365
289,"1_2_1_LE07_013030_20160712",6,1.0165557,42563.6496134838,15354,135.8092909,62.97865885,33.34894358,23.2776999442194,23.0504529770954,21.78578192,22.6339350827459,23.4622425202868,2.74440938997418,1.06157702580566,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2016-07-12,7,"2016",194,"LS 7","P",11.5,"F",0.899999999999999,"P",NA,NA,NA,NA,NA,NA,NA
290,"2_1_LC08_013030_20160720",10.86,1.0160836,42571.6478303125,16922,136.03628261,61.43123596,28.78588688,23.8904617035171,23.7497471589241,22.6368689,23.5494533775227,24.0515850700791,1.73535207287922,0.667387315460626,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2016-07-20,7,"2016",202,"LS 8","P",6.2,"P",0.600000000000001,"P",23.54,23.0574912416907,0.468175404202817,24.1754756302028,23.3548698799225,0.269921998470968,23.9097329061439
291,"2_1_LC08_013030_20160805",6.44,1.014357,42587.6478625,11610,140.11159294,58.27156628,26.93673806,19.7495061136819,21.0527734708544,9.5629424,18.5509058550921,21.8463659686818,-1.09316148958739,3.17776201041244,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2016-08-05,8,"2016",218,"LS 8","P",17.3,"F",3.2,"F",NA,NA,NA,NA,NA,NA,NA
292,"1_2_1_LE07_013030_20160829",21,1.0097582,42611.6497055671,12420,148.94913886,52.16272494,33.97102322,24.22573421038,24.291303529395,20.48009828,23.8793016464498,24.309284696061,2.44573808923174,0.886384353212174,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2016-08-29,8,"2016",242,"LS 7","P",13.5,"F",0.400000000000002,"P",NA,NA,NA,NA,23.5150709084649,0.530573985075994,24.4168049038067
293,"1_2_1_LE07_013030_20160914",73,1.0057406,42627.6497256713,12107,154.10804203,47.03652514,26.6598784400001,19.9752920724233,20.2255363077395,15.37699442,19.6841097035471,20.7545948988375,-0.652759902344798,1.01254282981237,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2016-09-14,9,"2016",258,"LS 7","P",11.3,"F",1.1,"P",NA,NA,NA,NA,21.6033386345254,-0.941688906518509,20.6099311977067
294,"2_1_LC08_013030_20160922",0.01,1.0035061,42635.6480075116,17134,155.64857824,44.12501793,28.76879678,22.3056902450595,22.1481989362019,21.6798233,22.0564901797259,22.3437987955168,3.53568794696164,0.574446651231431,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2016-09-22,9,"2016",266,"LS 8","P",7.1,"P",0.199999999999999,"P",NA,NA,NA,NA,NA,NA,NA
295,"2_1_LC08_013030_20161024",22.58,0.9944494,42667.6480870139,14466,162.28449524,33.0642366,14.5224894200001,12.1663267325475,12.3540978119572,8.32561916000003,11.9505367398255,12.5488144799804,-1.43573948411852,0.619339849828487,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2016-10-24,10,"2016",298,"LS 8","P",6.2,"P",0.5,"P",13.39,12.0005801250883,0.23904831572267,13.7145214222922,12.5146002818852,-0.109724222466222,13.2397177533237
296,"2_1_LC08_013030_20170504",20.2,1.0084302,42859.6473540162,15548,144.08742426,58.70404718,15.5513134400001,6.46839366691181,6.65047867417309,-6.88115182000001,5.74987080464106,7.54836738935965,-0.82166399557008,2.04727255350926,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-05-04,5,"2017",124,"LS 8","F",22.5,"F",1.8,"P",NA,NA,NA,NA,NA,NA,NA
297,"2_1_LC08_013030_20170520",0.01,1.0120153,42875.6474918287,17134,140.45101952,62.2391585,22.37368136,13.0694927687263,12.6484003652363,11.15915774,12.247858572113,13.7468410019463,1.56197523441964,1.27568032373105,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-05-20,5,"2017",140,"LS 8","P",11.2,"F",1.5,"P",NA,NA,NA,NA,NA,NA,NA
298,"2_1_LC08_013030_20170621",38.01,1.0162964,42907.6476631829,13930,134.26765186,64.43097667,29.1584510600001,21.6809788024219,21.3446437237209,14.70364448,21.1489569269668,22.3525259744067,0.760003619135866,1.04252003985208,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-06-21,6,"2017",172,"LS 8","P",14.5,"F",1.3,"P",NA,NA,NA,NA,20.5086316061521,0.571418133853218,21.6577778558994
299,"1_2_1_LE07_013030_20170715",55,1.0164352,42931.6496920023,7141,136.15875088,62.58043528,27.63059612,21.8096733120035,21.6717764751043,19.27695524,21.2065193068481,22.1425799460109,1.60819909386574,0.849021316971611,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2017-07-15,7,"2017",196,"LS 7","P",8.3,"P",0.900000000000002,"P",NA,NA,NA,NA,NA,NA,NA
300,"2_1_LC08_013030_20170723",50.68,1.0158982,42939.6477736806,14884,136.58370464,60.94443102,33.23614892,25.6692110823116,25.5478523057912,23.17349804,25.3575368514167,25.7465149062601,2.02620061400328,0.624723780244347,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-07-23,7,"2017",204,"LS 8","P",10,"P",0.300000000000001,"P",24.425,24.0215667429906,1.03219441404782,25.8260964092101,24.3000559483228,0.852885168299745,25.5933411481387
301,"1_2_1_LE07_013030_20170731",3,1.0150403,42947.6496769676,14934,139.58562656,59.70322169,33.1814606,22.8436904989683,22.8829347917655,21.17395634,22.4584375688602,22.9059828107199,2.92523822280576,1.00829396072673,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2017-07-31,7,"2017",212,"LS 7","P",12,"F",0.399999999999999,"P",NA,NA,NA,NA,NA,NA,NA
302,"2_1_LC08_013030_20170824",22.47,1.010927,42971.647903912,8151,146.22676986,53.44886176,26.6530424,21.5827224405766,21.5487279904492,18.46346648,21.3518846129756,21.9536725046158,0.243927776620579,0.499662014220568,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-08-24,8,"2017",236,"LS 8","P",8.2,"P",0.600000000000001,"P",22.99,22.4583482747812,-0.615099595273378,22.1549886854831,22.7674661086003,-0.832965120808475,21.8488667664249
303,"1_2_1_LE07_013030_20170901",21,1.0091146,42979.6496583449,5151,149.82034806,51.30168087,22.5890166200001,19.1505387993592,19.2329007381151,13.1689535,18.8885770533287,19.5716896795162,-1.57388578325943,0.950402953047837,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-01,9,"2017",244,"LS 7","P",9.4,"P",0.700000000000003,"P",20.325,19.5552282623925,-0.217956027369474,20.0291104575306,19.9212278348299,-0.470449920801688,19.6805031110185
304,"2_1_LC08_013030_20170909",61.93,1.0070687,42987.6479208449,4509,151.60365988,48.5586222,21.98402708,17.6551857233979,17.6462025610093,14.21828564,17.3523846413685,18.1515358277194,-0.53719699465323,0.632204143436266,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-09,9,"2017",252,"LS 8","P",7.8,"P",0.800000000000001,"P",18.845,17.9429890059815,-0.200691792419936,18.5725566037657,18.3405776865447,-0.474591200521862,18.1948401990427
305,"1_2_1_LE07_013030_20170917",8,1.004999,42995.6496304977,15177,154.88249609,46.08854595,30.42653648,21.7940600868647,21.9875851175028,19.76231408,21.5593001807275,22.0135692486537,2.17464701348203,0.760478046061674,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-17,9,"2017",260,"LS 7","P",10.6,"F",0.399999999999999,"P",NA,NA,NA,NA,21.5232381202541,0.317394882182439,22.2597790411899
306,"2_1_LC08_013030_20170925",3.35,1.0027526,43003.647981713,17109,156.37240745,43.16117086,32.24834114,24.6658080923135,24.6509836802948,22.74966356,24.2535800641044,24.9481698039827,2.15319914425737,0.840551058920028,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-09-25,9,"2017",268,"LS 8","P",9.5,"P",0.599999999999998,"P",NA,NA,NA,NA,NA,NA,NA
307,"1_2_1_LE07_013030_20171003",4,1.0004927,43011.6496478356,13619,159.09341814,40.51219885,23.56657034,17.8794284825062,17.8783097859313,14.7275706200001,17.5095245132833,18.2637218926407,2.11901816147123,0.460499160958333,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2017-10-03,10,"2017",276,"LS 7","P",8.9,"P",0.800000000000001,"P",18.73,17.817713658355,0.0409882791781359,18.7856259056813,18.2177568979955,-0.232003284759499,18.4121676660075
308,"2_1_LC08_013030_20171011",67.15,0.9981547,43019.6480397338,8267,160.11483282,37.56598033,19.37607782,14.6609839716378,15.9524252705413,-0.00409558000001198,13.450917168203,16.9485617305173,-1.46825279261624,3.08406484591217,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-10-11,10,"2017",284,"LS 8","F",19.4,"F",3.4,"F",NA,NA,NA,NA,NA,NA,NA
309,"1_2_1_LE07_013030_20171019",4,0.9959291,43027.6496755324,14550,162.13937104,34.93267393,18.96591542,15.1113561924142,15.2386378473672,12.06493304,14.8850543636524,15.5846132538675,-0.437304734825692,0.704163291358366,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2017-10-19,10,"2017",292,"LS 7","P",6.9,"P",0.699999999999999,"P",NA,NA,NA,NA,NA,NA,NA
310,"2_1_LC08_013030_20171027",4.67,0.9937051,43035.6480548958,17134,162.58303149,32.15609833,15.5649855200001,13.7684917732044,13.8555356987549,10.9643306,13.6537157241586,14.0493789893369,-1.70669870546823,0.463853436115074,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-10-27,10,"2017",300,"LS 8","P",4.6,"P",0.300000000000001,"P",NA,NA,NA,NA,NA,NA,NA
311,"1_2_1_LE07_013030_20171104",54,0.9916552,43043.6496691435,12408,163.87946937,29.76898669,9.2553206,6.16429801536693,6.14647025208253,1.01789240000005,5.41717098749832,6.85917416460042,-0.425062339298653,1.05434752641616,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-04,11,"2017",308,"LS 7","P",8.3,"P",1.5,"P",13.08,11.6628813619212,-3.73050463289378,8.01605653745479,12.1835181562309,-4.12626519649485,7.42736971502998
312,"2_1_LC08_013030_20171112",28.47,0.9897209,43051.6480249653,17134,163.71901035,27.38811643,9.19721426000001,8.05048950467308,8.25220073923356,3.13364678000005,7.75223112431515,8.65301242594704,-1.33517555994481,0.955555253463615,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-12,11,"2017",316,"LS 8","P",6.1,"P",0.899999999999999,"P",10.22,8.54733793399182,-0.199622941126625,9.94907057900662,9.12901854535531,-0.599332211837515,9.3990148158541
313,"2_1_LC08_013030_20171128",49.63,0.9864813,43067.6479498264,16792,163.57854245,23.72063951,3.36949016000005,1.40364323119961,1.55085217875591,-3.35717319999998,1.05175713030099,2.05106855911142,-1.19732237655092,0.914920765507984,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2017-11-28,11,"2017",332,"LS 8","F",6.8,"P",1,"P",NA,NA,NA,NA,NA,NA,NA
314,"2_1_LC08_013030_20180523",0.29,1.0125102,43243.6470848958,17134,139.42024726,62.59185055,27.24094184,15.7857602584717,15.5531827224087,14.24221178,14.8508922963444,16.1477405962129,1.91968447291025,1.57174124146952,"MODIS","{""type"":""MultiPoint"",""coordinates"":[]}",2018-05-23,5,"2018",143,"LS 8","P",13,"F",1.2,"P",NA,NA,NA,NA,13.5398868645567,1.37604244733789,16.2350963781286
315,"1_2_1_LE07_013030_20180531",32,1.0139012,43251.6478180208,14850,137.93598512,63.7309947,23.9562246200001,13.3480518364221,13.7325394550731,3.49595690000001,12.0496928129067,15.0500831321326,-0.361476602330591,2.6931267972451,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2018-05-31,5,"2018",151,"LS 7","P",20.5,"F",3.1,"F",NA,NA,NA,NA,NA,NA,NA
316,"1_2_1_LE07_013030_20180702",15,1.0166839,43283.6474040625,11415,133.61339619,63.7110563,34.78109396,23.4764697253013,23.08061409685,21.02698148,23.08061409685,23.6108946986195,2.20989931473032,1.16929348948931,"NCEP","{""type"":""MultiPoint"",""coordinates"":[]}",2018-07-02,7,"2018",183,"LS 7","P",13.8,"F",0.5,"P",NA,NA,NA,NA,NA,NA,NA
